feature1,feature2,target
0.24835707650561634,0.9308678494144077,0.0
0.32384426905034625,1.7615149282040128,0.0
-0.11707668736166799,0.8829315215254098,0.0
0.7896064077536957,1.3837173645764544,0.0
-0.23473719296747605,1.2712800217929823,0.0
-0.23170884640623113,0.7671351232148715,0.0
0.12098113578301706,0.043359877671101055,0.0
-0.8624589162565164,0.7188562353795136,0.0
-0.5064155601672119,1.157123666297637,0.0
-0.45401203776060545,0.29384814933235426,0.0
0.732824384460777,0.8871118497567322,0.0
0.03376410234396192,0.2876259068932716,0.0
-0.27219136226259133,1.0554612948549331,0.0
-0.5754967887111514,1.187849009172836,0.0
-0.3003193449594025,0.8541531251033616,0.0
-0.30085330611469846,1.926139092254469,0.0
-0.0067486123689669605,0.4711445355220498,0.0
0.4112724560515945,0.3895781750144889,0.0
0.1044317975023777,0.020164938060112214,0.0
-0.6640930244492153,1.0984306179345618,0.0
0.3692332899977052,1.0856841405949853,0.0
-0.057824141194120264,0.8494481522053556,0.0
-0.7392609951837137,0.6400778958026456,0.0
-0.23031938547989375,1.5285611131094579,0.0
0.1718091447842307,0.11847992231863302,0.0
0.1620419846973975,0.8074588597918417,0.0
-0.33846100015297936,1.3058381444204339,0.0
0.5154997612479755,1.4656400595580994,0.0
-0.41960876161131927,0.8453938120743927,0.0
0.16563171570178198,1.4877725635611796,0.0
-0.23958711892264498,0.9071705116680915,0.0
-0.5531674870030141,0.4018966879596646,0.0
0.406262911197099,1.6781200142854114,0.0
-0.03600506079016692,1.501766448946012,0.0
0.18081801252381707,0.6774401226974378,0.0
0.18069780275420697,1.7690182832329846,0.0
-0.01791301955497577,1.782321827907003,0.0
-1.3098725520448722,1.410951252187612,0.0
0.04352353411908561,0.8504963247670663,0.0
0.04588038826775115,0.0062155426995536,0.0
-0.10983594391875597,1.1785562857558731,0.0
0.738947022370758,0.7408648908631763,0.0
-0.4042468014465938,0.7491214782077318,0.0
0.45770105885103707,1.1643755548298422,0.0
-0.2648801018835194,1.256633716556678,0.0
0.048538774674020194,1.4843224952664447,0.0
-0.3510265469386762,0.8361689267011159,0.0
-0.19605407656607882,0.2682425259339407,0.0
0.14806013853228803,1.1305276360899446,0.0
0.002556728321230445,0.8827064333124266,0.0
-0.7076853710252071,0.7896773386173205,0.0
-0.17135725826338474,0.5988613653891905,0.0
-0.08064285583300457,1.2020254284072691,0.0
0.9430929506052651,1.0872889064159195,0.0
0.12877519536138218,0.9627770421169164,0.0
-0.9593856076495207,0.9867430622753915,0.0
0.03011510497051322,2.231621056242643,0.0
-0.09618048239056126,1.1507736711668062,0.0
-0.017355884852621656,0.415660981190234,0.0
0.5714114072575103,1.3759665163433872,0.0
0.39551597352152346,0.5453062726026305,0.0
0.7013971554680496,0.29907446860385956,0.0
0.29342854690013515,2.095227812904989,0.0
-0.49526816256534417,0.716851135198614,0.0
0.04982568254382061,0.7482621729419003,0.0
-0.7753317155330663,1.0342814874030137,0.0
-0.5311518568630524,1.2367962153175909,0.0
-0.4597121171169016,1.7749672025087697,0.0
-0.39162664616811854,0.8389692418971622,0.0
0.4067586086848349,0.3845678417830224,0.0
0.11372996730206471,1.6535713771412142,0.0
-0.8037416172806138,1.092316929266152,0.0
0.12994139712421177,1.3909114358886552,0.0
-0.618475355439041,0.33977169345786185,0.0
0.2609707828084488,1.1484923366165931,0.0
0.12524642517293827,1.173224104748488,0.0
-0.3400123607892454,1.1161268485805018,0.0
0.14653623664934062,0.642824290986816,0.0
0.9328872555723783,1.2369164604558938,0.0
-0.5956517486013243,1.3282768043169149,0.0
-0.4873408351136607,1.393542301871226,0.0
0.579297789503702,0.5896588408241448,0.0
0.4816880646221609,1.2063904634682492,0.0
0.411030079997245,1.9483964913269736,0.0
-0.12269405800143525,0.6231319178212552,0.0
-0.44475721481276165,0.5920948575172809,0.0
